query_id,answer
Zdx1blJsxqi2CpCi,61bc94e10cc52203 60c6051d5dad774e d5c858d620cc4afc f34747f415982d13 ee9008e8c2bf40f2 013af795fdd2810d 0ec7014d3813ef49 b4da378eeedbd331 454e635f147721a8 9bbcc19880042b65 211e7c3de18dae07 c729acbe1f3b7353 7c96800a50917130 97a2efddb19be065 dad345ef6f27be08 8c264e1253a30214 4b5295a8acbc79c3 190087cfefaaa32e 081ddbb80ff98c13 f33b5771c4f2250d 0e2a7b1b7ffa4550 d2e884a0b26fc3f4 dfcad69b760cc39a 277f0a87ee524a8f fad45e80bad34acd a0d512ffc943bf7e 1f6af402daef369f 6b4a6ce4d1d4a614 6dc05137e5beecdf 3595e50a6f0c6506 ac00e7207c635e08 4a3995d3637ea1ab 60e3fb599fbd914b 5d24d65e85bbec00 50f6766138b1f971 c600c7959c2a2691 143d7f18d7611617 db55d49d1c5d061c c4f4c6c6e22370c6 9bc0e44e0339f753 85861beaa7f16d30 169c9aa9d0175601 47e3416b0dbc3979 d9153433fd57cebf 5d0519c99a52e2fd d651c7965f52500f f2b030a0c3c4dc0c 3a8fa64e4ac2b0a5 3b4b6b9f4985aa4a 61d8839d2d263405
TUDQq4IERCwgeiJX,0a526bb52b2bab16 ffe5462206bded55 39608f422f1d848a 6d021efd861a3fdf 1a0085e01f50d397 1cf4d50b2dfb9ddf ab3f5d301d7d2d19 fd2b742f50c352d5 7c6aa8d78c0f9989 0c3e1ea4e4c592b6 491b74086da2950e e877ed9f68186ec1 3ec08040d5d726bc 192c1109b9d87c4c 3873c74a4a48f556 1f884302d23ad482 245b1d9d3a77a37e ceda64fa1c502b04 6f00a6fba77dce6e 33b24c5106cbfdcf 49d4dc40d91eef43 5f2a211e29829ce5 30012a5ff560a8b0 5cde64a96c993ae0 aec2425a35bff3a9 72fb76d5c3a0e2e9 301a1d2b32582f3c 5b54af03eff67091 36a1938dfdde3d89 eddcfbec3ce91c99 26cdf753b4db1711 9fa60ee55fe49170 cac4bad7c665b193 60ebd25cf6a40481 a1d7780d755c540b 52e85188a626e9c8 deff8aa288e85f24 16a68a89c666fb71 18ca4950d537cc42 310cb59018d3339f 28b3fe9ba1c7a30e fd527d25c55ce4d0 0dc1a574410d53d1 1c5d1f9a94c8977c ba7a58595c75d863 7e4f1e90b8a23d96 58a04449e21c7839 b5c743a4f5c37c54 40ca6277978c2761 268a0ea372051005
6CRnyQhtdGQnuWn3,fb05caaf755e6d23 04698510ff951356 e4e8d6e78c5a22b3 1cc56555d4dd7f34 8e85e50f8b99edcf ba61898b10f0c4cd 371b8722e8541b3e 7fa84b1296577c6f 8f13003609bcd3fe 5b6a7c42d2ef81cd 6790c56503d37746 b3d01984a3e2bedd 10d9658110a50758 2bbe4cfc77098469 0129e8517962924d 02993c0aa7395dff 0bac4ad6696057e4 f4e459ab89de5367 ae25be356cac991e 86b248899f100f36 8ccd2dce0703f375 ca71012dab7e4d8f 61f5e1002e5ea9d5 04c2633c9348d2e0 f1bbde0db6a7155c 904283d55ed996ad 323d8f3c962fb4e1 886ed889694172ba 584d0884ad68c4a6 43d1045963c524be 7dc8accda962ea02 43110fa2bddc972e 0edcd43fda88b367 4f743143381fe712 28052f00e55ee5a4 87bdf17ee23ac2f4 bd76ce28b5e48684 fd9f84b1346cea5a ee6b752b536227cf 9e60eaecbd3b26cc 6b77cb693d0ba53a 3c2cfbb3fb84ac6a a03000b56bec7851 94cc2b587a83717c 6b4d1f348750b047 453822636adaf967 9c74528a849ef1c5 2ba48567e982d56a 7a46219f0bc8c111 983b451df459a618
GhXXRYEJ8mcXwB31,a126acfd0a1cf8ba 1a111d34de17c022 9b6ee80fdc896f77 1125177e43b5520d 6607ff6be33989ac bc5b23562ca954d8 f9fbec029e7cbd54 a3e99be2bd115b45 c3f753d4d028d532 641721e7a4278d76 ff9efec989c391cc 6191477f49af3209 0e456dbd56db882c 03ec183f8412b6e5 fad24418f1f073fe e7222bb6e6e3f811 a6835915842b91bd c79ee165de8bdd98 3d54e9cd8821250a 85e6913fc14c38bd 36bbd391f3a6e4b9 c829b81ad90167b3 859ba56c2174d161 251fa91de20e88ec 73a87145d359a6fc 747941811debf5e1 beb1ab3108d50eda 23cbfcfa1573b112 e053e6a0de92fe1b e6bcb1b7ec216799 9c9a66a97e03853f 5dfff7cc9af6cf36 e94de1bdaf4131e3 45f2c20ee916210b 691295ff467e0d70 486aaf207a24a9af e7dc2cafbad48502 e7006bce7d9f179b 9b50bc401cf64e79 2288512d97773b80 ab03ca03784111b4 b75116cbc0022182 98ada079dfd93eb8 60adc5c7cbd64816 971fd3b343244d4b 9d91d55a067acca5 01fcafd734d85187 803e6af3fcfdad54 e232ee57a3710dd6 cd9a5527438450ff
3s6rT32z1ZbNRJ4v,9fbc216af9a0c722 96bcbc4dc2ae2373 076f99adb1b6b47c a46eadc8a8d8ab4c f8e8ef9fe33a4061 425cc4d9a0b438a9 b9b984a8ca9771f3 48bd2f4ae85cc03f 83c93bbefe27d320 79214b76bcc896b6 2d0a636ff205a6d1 80202d1d1f783c8e 438b4eb6350dca24 5997b844d8dba220 d984c43cf792e19f e4f59808a052879d 7a232ec4e6824309 78298b6f688dc621 76291993b3dd05dd 18ecdebbb633f5eb 5b7908be39a5e539 f658db6cfff63896 b2fd4dd18c871dfa aa4f37d996c3790d 33a0092b8c92c7c0 075c549f18e2b2be 8ae465e9629993fe 3db63b05d5f645b4 67c6802a9d3f6d72 c4333fbf0feef91b ea422e79b217f0a5 f697c9169f0cac90 5db0a5e3ab1c7bbd 710d6bb624f41f76 580a7512cdc22d71 9ab973fb82b6f835 f4ce3b5638460ce7 c305929b1a1f861f 344f7393c78cd97c d1fe7e0fe2d442dd f1bbe7a5b8285156 7fea4b10aa67ac25 1c6f7cad7675978f 6cfbd6cbeeb9692a 13f6a7e86c56a0d4 90d4402341a410b5 df80f68032e8081c 060503f4ba758edf d31b2051be36f487 0d6fa817c853a18d
90ydM4flSwTx6HwA,175f51841800ad5c 707d0af5dbfadb3e 8b7d51bfcca93a82 01b63a401d15268b a0392743488b36dc e8dc6065e7d7885f 60132b8a6858fd8d 2a1044518570225f 555aea87629bdf34 abdcca02105ba2ce f5fe48087b61a798 d06be37a156296d4 2149df826536410d 6eb9f19ca6c56aee 7106d1cf137ae100 c071cccf15867477 3f699afc40fbeed3 33ed31cb9cebe818 06869f773d802552 65726bbf7655601b d5920e523862d89b 1359c8f5e8bc9361 bba87deda319c163 438ee26273fe3972 d6b76b5e9dcae0fd 3e57fc8981aa0011 12d8af9d5d37ee06 23e580967a29447b b34ee913f55dccb0 885608a1becd89d0 7579ab3ea4262392 a6cef96204b59db1 ff9da4be7cc1dd3a 862aaf24b3b6e6e2 7fa6fb44b1c76593 f86bc1656b5c86e8 948281d7fca27f36 1630486b022e4b70 58265543e3556339 a1df9b8392b74a0a d7d04a68d5d4b3d2 a5eaec231794d754 d4c52cb0d70d7da0 c63981b88f775d26 720f96d93cec8cbb 4b70ba24b8c57f10 b8b5ff2f0327d0c0 557f3b45d612ad89 02ab0effe82b09b0 0ae7990eab15d9ab
1NCJo3S6zczUPc8G,9586479bb31da4b6 3f880f47f2903372 5d73664a867e7513 d7bec78d33bbb0a6 f633f2bcace5de49 78fd1cfa1056c2fb 9908749e1c69c6a5 28ac2ab04a9e40e9 2cd0dea64acbb838 32362838ca165343 7e5ae3fd3c3ae6c5 b616445b4a32fe09 24baf55867ca849f 3e0ad14f6dbcc8a1 0271215122d17274 5da286bf0085cfb3 1cc72278bd3e2a7b c22be51c3b29c875 7c3709ae1848eb76 f1e5a81638f46579 2724e354dce419f8 b22e2728d0b7a315 8e8109cb525434d2 9f810b48ac590c3e a4d0c31f6bdb1c60 82b6b626c7d9a09c 1c4f19de5bed49f8 5471e24643123ec8 5da6437b78c52cce c4f5ee324ce709d4 efea9398cdea931d cc812e6646c81ef1 3b81647bf854bf7d 51efa76982326955 e6913a65a567070a 53e524f00c264807 b013e11908b8e190 c60f5adf2595e536 c1220a62c8b4de0c eba11dbb56d20580 0b3b0d240c3f6786 e249ee8ac5f0248c 840c4240cfb8e142 804c1affe93da48f d86df9d89f99bf6c 419a3f665c9aec84 b9370e1704d88fb6 f0b0567eb33b1bbd fd2bd63f45987d0c 934d19c232a1fbf2
D7GG8GPCHFk15VeV,f32843adaf26ae74 6f578841e601041c 8bf2fcc87812d161 f3c00861bfb952af 1869abcf7cdd1ab2 6c78386c7fb79251 5d031cf5c1407d28 9901e933dc46dd82 66f3c3cc5e70f5f7 1a7b3fb6c273726e 2efa5ea105a81e04 45edb180aadda49f b0b52172df079f3f bdbd1331c504c382 89cdcfcc2b608e06 410d3093cad3d153 13e5d0cd870cf8ab 45fd4b78689bc221 ba765f413b3a9161 a451e2524d683ec4 322a2bce67d81a3c f99800380e0c1ad3 d9191b37e21ce840 ac099bfc1f3a8934 e0fee1357346a549 a025b12c62dc0729 83f9b475552996c2 e86d25511902582a 3a7615f2c56d2343 a892d2730445178e 276d7586761c8870 15433eef417d1af5 86838c536e0d69c0 931686806a5cefc3 ec508138448228ee a520d0dd0c894d69 f2c3100ec71a6078 778855f3931f37e9 e436ec1faed8621d 639388324ea4c4f7 2a173e2eb82692a6 fab39493ce0c6ffb a81431a9716d9308 4cdd20cdcac8683b 3acb6bd7589278b2 e629dee7d3f273c6 3b8ae3e820c04e0e 3a0c17cdb8eee88d 7a2bccb60e497e62 b61b34a5d14f8b16
rpMvtikoEdCcyGiZ,c59634af8e2239ff 6d65b1c89c35a689 c2d8240b76ab199e bd27c1eb2903a8ee c05a2f69f9231be8 4d0b98027d72160b b6d997bc1612cabc 32626c94bb83dd70 818af3d8097f3d45 a6d44f5e34e37749 136b974266d60d1f 07d7fcb2faf244d3 3bd1ba602f748c25 6106c0d0124d2e22 fec7e7c51fe097d1 efa2ce445010468e 82785c0a3ae5ade5 5c584b6f851bac0f a706a8a63740f42a 9d9073b0ec2f3b73 c9c6a1be63f33be7 cf44e53da65b7613 16646b82a26f34b1 2b9ac2ee14f2d646 2b3772ebf5877235 d630ea7c47c2fba9 10020fc69e645fe6 b334b1e983ca6099 32ab1dd09466a282 f636040c059c67e3 74c4de1de085cf11 fff710586a99f28f 04da375f1c4d9ff6 4b566e71bcdbf903 0a84609793167e67 29e2cd8d65a13a01 598dde5378e494f4 510560d7814be3ac e1d9b987a1b48d44 bcfd28a3f63b6f3e ab06b75b3ed6576d daf49f34bcccad6c b1d9040a85317b53 373858f4319b9aa4 e58df5856ff66f3b ce88b62ba28bd9a0 108c1a0f285c565d fe77b58414975cb3 ade349d09b6783a7 a8c906fa85ea9756
ayCJqBaAPWVbJzVY,366040db6733cb98 59f3fcf003865a53 d25360228ffa7114 a671860d401436eb 0ae4824c0d4f7a24 55f0d551ee33c191 4f9b06e3e4c81c25 6debc600eebbf059 d8208b93b96c383c a71ccded33f41f49 d3dcb5817c465440 83cba81ccc127699 4446013a2f486d6b 2e0cc2d03a44f2c4 e12f371c5a174a3d ee2389c311fc5bc1 ac032654562974c9 476ccd6babb8b262 ee8e0ad94ec61693 8f5714dcd65a9d66 e324326b7c56bb06 c11c2cca08e2dfd2 8e138b52dd5c3e7b 117ad58e0fbcdfab 70e0109e47c443fc e802576dc89ccbc4 e0803457e29f22ad 2a51071d4181c4c0 955c573982f3a7c0 b06998a39e9bdf4e c75ff23903f9b9b4 d2e87b7068bff6a3 da9ccbb89c841534 15a4d1f961cd6f96 b8cc171f1116c8a4 f39bf3b3184d2e11 c421c73018e2a16c 57d2f2207f20423c 82ed6c9a1843693d bdaed35bc663a63f b8caa33e2b35efb0 3acec4bb65863027 e32f4452b8ffe4a5 8489f551db452434 0b54991d2f1c297f a1aeb33b300ac4ad 1ed2b6679f10fb8d 0b6f391325ffa293 eeef376e44f6bad5 248df341e4cbe2c5
9kP5rbkuML2h4ry5,5908b17768d8c0c8 6b034e48ebc0d0a8 70b1b0d30062732c acc374a23a0d68c2 d3853b2a51099495 04fb716a31969d0a d6a36849bd462956 3be43a2b17fa454f 35ac0112a833b8c2 8a0f60ce9ea3a3d6 030b3bc61948252e 71b13391999c2fd9 1fbf59a56770168f 2f9364e71315b5db db372cc02270ef8e a24febf898cfe752 ab2191c3ca0c8160 cc7d4f7e7f3bc30c bca60e47f526b226 eacff47f68bc7f75 65ef949ae0d00249 b2e06bdc81eeee13 5f2748c9b1660d77 ab9dff488f11c564 57999017c1bef589 262764a0a136e14e 89fb2d2f95a81917 b542c7acd01fb6ba fb0fad41be94f957 2ec841b1e92062c5 6461b1ab0c6794c3 27c01614e4b3a5ad 3f1dce66f796bde2 1b7a0f6b2438568a 9cf1e6e17b86e216 fae123425f10e3b0 f01cb3a892133bf2 f113d9f0b5b396d6 2be27e8de4dc565f 9678202b4c87202c af2abca65a1e6445 6c1346b10ef28fa1 f01229bcf724b724 1a130ab0809385aa b741367f1fe91f41 d9464c63b58973bf 78b5d9657e7b35a2 b2fcb15e7104d93f 908cc054eff4f58f 68ea874fa903e68b
SLHIXeOTPTwfzBDy,ea795b8e0b5eaf33 5ec8914c2762f16b 560066c5671c5c2d 407941b928358968 d0694b79302a223b f4d0e2fc2911539a 98b722466b984bbc e1ecc04bf001356e 84cfaa90022b4787 6a3f9fecd2465f74 ddbf24025ac1de2f a933564772d8443e d37a5792288dd71c dc3eccf97ecff831 25a6b693486456b9 f3302a7719828d37 c842de80b117e295 dcf7c48e88169b6c 90b1c2a50f244693 ee4dc442f097426e 4a0f07a440def8eb 2aa7ecf9c34d1ad9 f280e98e76229764 c39fddd8a6b0552a a62b6ce7fa4574b4 5140e9ca7131071f 1073fcbd3e79f0ce 1b15a9cf97a143ef c19f4cde26af2f4a 2f982c43899894aa 64feba8eee9102f2 6942bd6ad8ebaeef 325f892649e20c3b 4cf9add917457cb8 0fb227394b6574c4 c294de81facc451e c9ae80403cc253de 6f57b2ffc0ffabcb d534a21275c0f1ba b16e3e149909e53e 4c89ff8d6098ef96 59cbd75ac983c527 7d423c8ef8787e30 aa66faacf2e62fe4 f3e6c58c2323c8bd 86a8f1144eacd1ad c9a1bb0c6c231ac5 e1ca57e2074f243d db4a91eccc9c9a71 9a1204046dff3772
earDUlpjAhNNRrXK,b4bae7ca1f9d50c7 4c831170354435f0 a001496b8f52b8c9 2f502abf410313bd c59fd3a02ee78694 6ba77394149e8cbe f7ef6757dd42eb91 91ca6703848ec6dd b07b976d1a80acb7 127d87e61f5b11aa 452b3023c3e3f1cc 1b5a13ec9b102869 f9d08ccaf78bfda7 ea15c9d9c444dbf3 c5192496d6479a4a 42d05bdc05ca9e59 8e905e3d6e59eac3 ad50b401403f8a1c 4326166cc662d441 0aca90ab61b111b7 5811231b8fa5f1e7 edb4ae0c15f686be 52784a95ea89c8af 4ea800d9e4430255 06038806ed27ca92 de42caeada040530 438b5d59017d9083 4c998ffda1b71517 f52bf49462788bbb f4e5de4cdd0eba6c a3c103c8bbe9f723 cbf9f5fff32b6635 82d3e39fdd037d3e 180e1206126e660c a9be61757bd270db 53ecd692408b7b0a 6a813302cc52afd7 7c3d594f77b26672 c7c4f82f35ee8605 23bb098a667173ec 7802cb9393902948 06073bed00c70fa7 ee2539ee2e5f84b1 5cc1a2ab0c296f85 bb6fdb5d094f5bfe 60d76ec8818cf8fb d23e6940dafc2568 9336701b90011c12 b5715be3f152c434 ed2c9a9473bf2962
pcd6sQIhsSK6Vcmx,66e0093b4df8e492 47edc773c4022bd8 1b6b5fe0f5d3d881 f4330c3ac0c3f0d0 0942975bdbf4dfcd 33ab305448b0d471 10beeddfe4390e11 de148b7951b186a3 261f9fd3270c52e0 5d5657d93d433937 50711226cc4fc886 6896d2dd8b2099bb 98d2d829c3d900d4 852650712b0290ea 2d112bee20eb8b70 ebfd0990ab1cba58 5191aa42fb54e566 ca369f25d5f396ca 4d252646057c23e8 c8505f51c39aa637 e425d422129fe3cc 60910d3bc560fc08 c995d76660dfbbd8 c43a7aa6162d6aa3 cd437f8c57676444 a208e85853272fc5 7e686455674f3444 2247f286eeac1cce f39a581fc361fd0b f2c0bee7190fc939 9ebd028db196b587 70ce23b1b34e6b92 bf677a2aa076c112 f114ecb66327c1f9 cba591896c9745f9 184e5e63bc813ead defd1a28001bc67d fc429d27337a4048 89bf263b689d6315 aedb91f5bd8649c1 73f73274b5828fba 9ffdbf15235f7e05 ba82edd5c84b4664 b4e57b2c513b240e 2c6c568b3ace0513 4034187db43d05bf 52eb8ff3516475db e400e020a46c7bc0 e72a5cd9011e3f3d 93b751f971e00d88
RumrzBrmwrw72syx,6d4d6f256ce46867 38c6a0e69b6c7469 9059ce615de8f8c7 13d82a1a5cba6ace 063d8ffd32f1a9fd 692d2e24f930d2d6 0aa20812eef43d05 28c6c6ee3b34ced0 72cfa2174c5b5577 3d0f4e87a6e0e96a 344549339525539d 874bd569c2a8d22b acf212f3c0338c57 12b156d5b9fd8277 9429cac4be61f508 c752c4c9b0e5cc29 0973dc5311accc83 a616e90acd115a4b 7b524bbbe9d8029c c755b518ebb0a51d c579371405dfe0de 212dbca67f8dbe7c 0eb60cbc20a50b45 a58a47bef4344de9 2309bf49b305b4f0 01108bc5dae3094e df09e1fa83e76bea c881018be601c237 b6c8565b5dbbb3dd 849a8742d88d92c4 2e8c172327d173cd 1368bf6f22c1d23f 0c34dcf4688344d1 841eecd64d8fbc70 c14ab19115254393 bdcc6ba6e23c2e02 ac92bcc82388ffc4 fb594c7857ebaf60 dbad45f1ff87b7a3 591943555b382f52 5aa16f6adefc918f 5fde79ac8ee11764 33f299eb339969f2 0c8096d5c2d9a96c f0f15e61a04604e5 d56c715b8c6777a0 4ecc51ee1f28dd8b fc5b9d9c24d48f76 010b2a9637955869 fc9ae910562e4fe0
JuauGAW82g82WEup,af11fd07e7b3a2fc 32e652762ccb2806 d35f97025c3d9b03 b946c4526fd6b61b 5b67deda9e1cbee7 637109c095efe2fb 3b09940a41dbc018 fbc83d98eff6d0a2 811031ce59a64f72 0f059bdd54425722 e4c821d8c1c2a2d7 3eabb210d6f92fd0 7128f2affe26a701 f7fbfeb6fd67257d 61748e8cc39689d3 ebf73f05c197a27e 5a413acbad56cc55 1803a52c96ac0893 d3b16096ff83b41b 3423cdff3654c2a6 77f4527876a47e1e 22ecf5a2c92fc94c 5379499c44f3f676 76813676c0636555 142fa7dda422caed bf54d63b0f71e821 9c9be35f7ea0a538 6717a25594337bfe a00e5df1813af2ea 727568b81fcfaffa 38698caf5fb1bf99 d3bd5b23b3a3b577 eb9cc4e47511cc7b a4d26d6f809b3926 71bcf145a64b523f ea1c5713d9b6d5bc 69ffcf9a0167e112 fb4a9301a414ae1f 5f73273b9edfe30c 97ebd89497231981 26241968dcc3e9f5 a7d20ffd6adebb46 7b0792e1824a3e04 6a154eb9cb92e6c2 b72fae1ec6055012 cc9045e9cab25ab3 6a865395a0a581aa 04911c87061ce643 9c63754cf069bbe4 d09e3da53f473fde
8FGiC7s84ebgRf3s,3212a65a5d36fddd 61aed58355c1a5cd 320ff0c2d409096f 8fadbe422c57612c 71c99e1bc0f4c693 e254d56e32a18e34 db1caffa124c1924 914beb7d571ebc2b 3e09f31da737f0a5 805091397f32169b 0d4413a7bb1056a4 fb001d8d4b253fad 174c6921f6e3df24 9ae77cd1da93f9ff 5a9004ae702d465c 9343f61ea6f7cc2a 8bad6a137b1f4301 e614290d82013463 be3d3afd283bd6e8 66d454e7734e8906 99728971241ec2b9 c6176b00b387a28d 59a28fa024f6ca3e 78c7e1d605b79be5 999879ea525b6621 fec2644eb97242d8 acd603098b797f76 9aebce3ec818c484 ef0e4fd685185a76 1cc14173ebbcc693 389c8c5e405f6035 79be0b11de567862 055a93f7f08214ae fb49e1a0e016553c 2d9100356bc52259 323aef2a55679bcc a055a651e87d2c72 9d0c009fcdab71a7 7fa9fc13acf8eac1 879fdb44c9a6fc5f 11b2fcdbc223e2fe 9e5913e067a70b62 6e0f3fe79496f2f6 9a09372b00795a2c 8e12e61339ee2088 b4d4d2b6e9d4a22b f052f74976f20312 2ac1dee9d95d486a b33b40470f57f416 e7dd6b28a5386d88
XWIdHC0txdl0zejI,25bc1fe8c0623ebc d11660fd509bd1b5 231b843876bf000f 077638754e64a83d 058ce7653beec613 7b81d1cdb114c3dc d4afe734114308fe 0a1d14b0f037dd7b eb7d6a0ba3325d2e 8295c520f7ff489f 7bd4e168e0f5f995 a1bde7c313d38039 50f29ac60d44526d 57259ec9e3abb5b2 6c217feabef08c5a 0feb012bdc1a2d1b 11b6416af1ab2586 3e73a950fcc9cd8f 77413898cd4c9425 ed59ebf3b6ee48e1 d817ca7f10ee25f2 9fec9952233f921d 7746b4d97f577a44 eef6a8aa3c3ac6c6 8b3ece4f6889855b 9c388cedf308e0e1 bb52f1e53449f3d7 dfb74e278bdc36bb d4ec6e567c08a1d3 21115212d96b1630 120d546cc43cca5e 1906ce71731c849c 5ee698c680639242 39ee1f61657bce0f d0951c7fcbc64693 a768b844521db9c3 0b4c6eaa07579f7d 18bc19eb23c54bec bb361ad8def82cfc 52658b443fbac464 b3db2c9b1e17937f d4d6856b31d89796 00375c8156050421 090433739c1dae7d 09af1465493fa5e8 068bf37e1057889a 3bb52a06b6372c9a 3fdbeb8cb70390af 716a987051577e5a f6e0f1aec995f663
SnuCmZNc5MFn1wNY,582aa6e179267304 472db60613027161 8b0087f98162ed0a b7210e38e7ce0181 edcf5db4e5a0a861 44515983ab26f03e fd3b07a31b0c7629 6dbcb051fa851233 212ec5d77babdc73 b747906cec19b19c 95b3647ab54bb480 b5ba30ae442714ca a618c7968e798114 a074ccaf103789be c7ea072851d14a08 dfc8195c75053050 48092727b6939f63 ac5c47dac346a061 d9a130df14ddea92 53bcbc70d4d66dba a3c3b202d1b9fffc 8ed5b84b5aca0d30 fdb854a84bd7b0ff 6acda893dbbf325a 1b9536b1ef6ec568 a1e52326534f4b6b bd152fe480a62865 5e166c57e5e49923 fcba90cb41c1b234 8fb0fb419df4ce6d c29ebc3f58b450ae 581bef1993569bf9 0bd914916ad86971 39f7492d61a84b2b 353d44a5a9a8b811 cb084381f39ac594 60aaf35608f7e0a8 698369cb110b7045 2b1292544ba6c6ae b65e3ae9d7f9b548 86a6f1f7da8262f4 64602e31e1b9ac2c e874b93134eeff96 0dc1ada96ed3ad67 0d780ea8ba3af3d5 5bb6566f193365cd b275c1c36cae6598 485ddd78e89585e1 bdf2e3b0a8d16362 1e9bdfb3276a540f
XBdWi8yA45Kzgkqn,c3af5ec17dbb444f 8e9517645b819581 a8df44f10c173e1b 49495fa97e0d9ee0 49916415478f6166 c081084edf23ffcc 40838c2e5928cb94 268849296f0b07b7 fee9fc2dd67f509d 9710afbcae7ae248 fa3168abce59c3b4 65092868274dc7c3 02fe4cc1c9bae6b4 3e5a1bc83559abe7 0fb58352badab283 76be06b40701cb76 483341795e5cd38f 32859a0fd6ff3647 410d4ba65e88603c 6f8732e28af9d67b e0c4382f4316cb24 48bbca4ae1a93825 0c85e59d5c285f26 95471e079ed16f46 7c6ddcd637292364 660eb04de52b68c9 c3f401206db6d364 8348e92ad5533805 4b0c4516ed524f73 ec4b699494f3252a 2a70452503f67451 a5f715e74307b439 53827c696fc2f94d 7b80ee54560702b6 178581ea1cd38277 c87f2d4a700b2e0a 35f15e2929755c9b 5daa19b94c057751 1a91568e85775763 102b0569f5930d5e 31bac696360cfbab 0add4ea10da3e1db 253c1da216dc329d b90c71a840ada90d de430ecbe6135745 3ad11bbac9368352 ad0065abc4be9a20 680f5e7028e13737 7b67d6fb8f53a79d b450f5b9538e883b
zd8i0bE84aaIXvGX,de93efe6669154fd be36d74da49df604 340e0992020035de e0f1b8f4627bf87e da788c49aa96e5f3 72c21e14a1f7dca5 8d9c156950179e56 e8138e5bbe8299ce bb30eefe0939d2f8 a7df1425a161fa48 87b8a152e6fcfd71 5ad21106ee0f7690 d4dde8f6e371b375 9824dd9130d54d5e d8bd6218b241d75f 709bc6e028abdb08 09c4791a2f398e93 f5c13805398344ac 7561c476d5c5d1e2 ef5836eca7c73d6a e42105a57755f600 8bb8aa50ecffd09b 16316bee0e04d2be d80b6b61bced2905 62e89d87bc0cb161 1f9bdb43997f57c4 d193aa162c1c1991 549b53ac34358c34 7efbc62897b2088f 693d8d326d324ec2 6a9cadcd2ecfa70f 7e0a78530b491860 8fce67c23eff6407 e7a85030993c2c46 c3b1e3bab181b147 c4336a223e18392a 734e3aa2d17a9d73 75ec0c0b7749d2ad d43ff42fd9bb7603 8628cd381b58ff1b a804f0a12970f3ff 77492ebc548f6a63 84027e16c69eebda 8e83dfddbffc1b63 e5bc21f71fa05572 fdb4c6986914c36c 21c286ce203c235b 8a3d2d076b9b7234 297993aeaff75fd4 3f6289f57f0d8716
LoyH7vPuXC7lA5BI,0f7b27a6eee5605e 3d62272c41cc4c3b 5e1b482a5df67bd5 755ce99f44673815 d1c9a9bcfc69d2f6 c33a8b288665f6f0 1e3b68b382b41493 5f970451b89bf1e7 53e11a8cf3d36d99 ae85c79d5c572c51 17f945a60b8d4ddf 81158cca5dfb2a7d fa99508f9c6fa3d2 0aec7df8941f4604 4c04afd22a894657 e0969c40b4d26fac c242bea9d503ef1b f8aa5b03dcd07d5a da98e42ad0c29ef4 5a19313130b68972 39034c446121a81c 1f6ef246e037f41d 42adca7a4f0302ba c8be220c55bcc199 493e33d4e1a46b87 fc40d96c6e7f1457 c6e081365e110c72 828d3321471e3b51 a614c02b12aacea2 b4ba76b1b677b23f 7b92ced55e0a6dcb 7d3df0f354030e7c 83e2cd63f5f2309b 6074af2f47f2991a 7105af87b1268dd8 65dfd38d03c29c25 1928c49522ccd52d 96524269d2ee7603 378c956ec1742919 f6e64c803d111276 d6b22a934eb9273f 0ebe7db9ae2620cd a15b79c5c84c0b5d 4d9503d4f35270ad 709b470754ed2674 a6e92db9b78feb66 31c630184deed81d 1cd60bae5892bec6 83a8c8bbe6863170 ae22905895c8fdd4
bujMAl13kEigg1Ty,238b82665a0dfbda 721c4c4397ec0548 4b429c0b80a8bd01 2fd5adcdc5797cdf 93c42e934a1593f4 11e53bdaf7ba474f 92c8702c6411818c 29da2b32c16130e3 750c5017e9859e59 bd2c02be78322b68 2acd61c0b4c8ae4f 07163b044283fd50 3a5db6c40cbfb76e 9630fd8ba9082adb af60338981c02f9b 42d31b565a77bf3f 5c5337696e8c85fd f2d04982d95a77b1 466757592c9ce191 733ed3f00b2af2d6 a00f3e1856424e52 ef8ba02f4c8e7e1a e320e98614a03236 ce21e778a00d5e8c 6b2372e8ccddcf11 9139569708366df5 60e7a29a160681b4 633cc3c9f515948e 4503745e1b9a8d41 05dc994efbf24158 251a63bc3687cc48 ffba5d0e0ed5bf42 ea5d949ebdc6a0cd 95cc5f47b2eb62ef 94134f42a4f0ce4d cc98b0f017f7461b 39df06ca53601101 190a897652d4be6d 15231b90ffdcee2a 5b0c0ac9e5971332 0264b36e43f5d6ff 7a97ea54c3d2350b dd1a26987873ff80 b7ad683f686ad37f 86dfa29d87eddfe7 98efabc3308b5f5e 72b8ddfa2114c56d 9a3b62d7106398f7 f29dfd0b6508e062 8c76b67306482271
